Product Name,Current Price,Old Price,Discount,Product URL
"Samsung Galaxy A16, 6.7"", 128GB + 4GB RAM (Dual SIM), 5000mAh, A 16 Phone -Black (2YRs WRTY)","KSh 15,940","KSh 19,000",16%,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-128gb-4gb-ram-dual-sim-5000mah-a-16-phone-black-2yrs-wrty-307739234.html
"XIAOMI Redmi A3x, 6.71"", 64GB + 3GB RAM (Dual SIM) 5000mAh, Black (2YRS WRTY)","KSh 7,960","KSh 10,500",24%,https://www.jumia.co.ke/xiaomi-redmi-a3x-6.71-64gb-3gb-ram-dual-sim-5000mah-black-2yrs-wrty-265883273.html
"XIAOMI  Redmi 15C, 6.9'',up to 8GB Extended RAM(4+4)+ 128GB Storage, Battery: 6000 mAh,1 YEAR WARRANTY - Black","KSh 11,999","KSh 29,999",60%,https://www.jumia.co.ke/xiaomi-redmi-15c-6.9up-to-8gb-extended-ram44-128gb-storage-battery-6000-mah1-year-warranty-black-325383534.html
"XIAOMI Redmi 15C, 4G, 6.9"", 8GB RAM + 256GB, 6000mAh, Black (25 Months Warranty)","KSh 15,750","KSh 17,860",12%,https://www.jumia.co.ke/xiaomi-redmi-15c-4g-6.9-8gb-ram-256gb-6000mah-black-25-months-warranty-325507986.html
"Tecno Spark 40, 6.67'' HD+, UP to 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5200 mAh Grey +LEDwatch+Earpods+Powerbank","KSh 12,990","KSh 39,999",68%,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200-mah-grey-ledwatchearpodspowerbank-323701040.html
"Tecno Spark 40, 6.67'' HD+, UP To 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5200 MAh - grey","KSh 12,140","KSh 15,999",24%,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200-mah-grey-324993354.html
"Itel S26 Ultra, 6.78"", 256GB + 8GB RAM (Dual SIM), 6000mAh, BlackBlue  (1 YR WRTY)","KSh 19,250","KSh 22,000",13%,https://www.jumia.co.ke/itel-s26-ultra-6.78-256gb-8gb-ram-dual-sim-6000mah-blackblue-1-yr-wrty-325725329.html
"Infinix Hot 60i 4G, 6.7"", 6GB RAM + 128GB, 5160mAh (Dual SIM), Sleek Black (2YRs WRTY)","KSh 12,200","KSh 16,000",24%,https://www.jumia.co.ke/infinix-hot-60i-4g-6.7-6gb-ram-128gb-5160mah-dual-sim-sleek-black-2yrs-wrty-324932236.html
"XIAOMI Redmi A5, 6.88"", 4GB + 128GB , 5200mAh, DUAL SIM, 4G - Midnight Black","KSh 11,040","KSh 12,600",12%,https://www.jumia.co.ke/xiaomi-redmi-a5-6.88-4gb-128gb-5200mah-dual-sim-4g-midnight-black-314319177.html
"Itel S25 Ultra 4G, 6.78"", 8GB RAM + 128GB (Dual SIM), 5000mAh, Black (1YR WRTY) + Free Buds Ace Pro","KSh 15,499","KSh 20,000",23%,https://www.jumia.co.ke/itel-s25-ultra-4g-6.78-8gb-ram-128gb-dual-sim-5000mah-black-1yr-wrty-free-buds-ace-pro-325309417.html
"XIAOMI Redmi 15C, 6.9', Up to 8GB Extended RAM + 128GB Storage, 6000 mAh (Dual Sim) 1 Year warranty - Black+LEDWatch+Earpods+Powerbank","KSh 12,649","KSh 29,999",58%,https://www.jumia.co.ke/xiaomi-redmi-15c-6.9-up-to-8gb-extended-ram-128gb-storage-6000-mah-dual-sim-1-year-warranty-blackledwatchearpodspowerbank-325233783.html
"XIAOMI Redmi A5, 6.88"", 3GB + 64GB , 5200mAh, DUAL SIM, 4G - Midnight Black","KSh 9,600","KSh 11,200",14%,https://www.jumia.co.ke/xiaomi-redmi-a5-6.88-3gb-64gb-5200mah-dual-sim-4g-midnight-black-314319251.html
"Oppo A16k, 6.52"", 32GB + 3GB RAM , 4230mAh, (Single SIM) Blue","KSh 6,500","KSh 15,000",57%,https://www.jumia.co.ke/oppo-a16k-6.52-32gb-3gb-ram-4230mah-single-sim-blue-310047615.html
"Samsung  Galaxy A16"" 164.4 x 77.9 x 7.9 mm (6.47 x 3.07 x 0.31 in)""4GB RAM+128GB ROM, Battery: 5000mAh GRAY.","KSh 15,699","KSh 35,000",55%,https://www.jumia.co.ke/samsung-galaxy-a16-164.4-x-77.9-x-7.9-mm-6.47-x-3.07-x-0.31-in4gb-ram128gb-rom-battery-5000mah-gray.-299889178.html
"Infinix Smart 10, 6.67"", 3GB RAM + 64GB (Dual SIM), Titanium","KSh 8,100","KSh 10,900",26%,https://www.jumia.co.ke/infinix-smart-10-6.67-3gb-ram-64gb-dual-sim-titanium-324975330.html
"XIAOMI  Redmi 15C, 6.9'',up to 16GB Extended RAM+ 256GB Storage, Battery: 6000 mAh,1 YEAR WARRANTY - Black","KSh 15,834","KSh 29,999",47%,https://www.jumia.co.ke/xiaomi-redmi-15c-6.9up-to-16gb-extended-ram-256gb-storage-battery-6000-mah1-year-warranty-black-325383506.html
"Tecno Spark 40, 6.67'' HD+, UP to 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5200mAh - Black +Earpods+LEDwatch+Powerbank","KSh 12,990","KSh 39,999",68%,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200mah-black-earpodsledwatchpowerbank-323751998.html
"Oppo A16k, 6.52"", 32GB + 3GB RAM , 4230mAh, (Single SIM) Midnight Black","KSh 6,500","KSh 14,999",57%,https://www.jumia.co.ke/oppo-a16k-6.52-32gb-3gb-ram-4230mah-single-sim-midnight-black-310048870.html
"Infinix Hot 60i 4G, 6.7"", 8GB RAM, 256GB, 5160mAh, Black (2Yrs WRTY)","KSh 14,460","KSh 15,550",7%,https://www.jumia.co.ke/infinix-hot-60i-4g-6.7-8gb-ram-256gb-5160mah-black-2yrs-wrty-325238715.html
"Itel City 100, 6.75"", 6GB RAM + 128GB, 5200mAh (Dual Sim) - Blue","KSh 9,750","KSh 12,000",19%,https://www.jumia.co.ke/itel-city-100-6.75-6gb-ram-128gb-5200mah-dual-sim-blue-316824507.html
"Infinix Hot 60i 4G""6.7-inch, 4GBRAM+128GB ROM' Battery: 5160mAh --BLACK","KSh 11,899","KSh 12,999",8%,https://www.jumia.co.ke/infinix-hot-60i-4g6.7-inch-4gbram128gb-rom-battery-5160mah-black-325936984.html
"XIAOMI  Redmi 15C' 6.88 inches,(4+4)8GB RAM+128GB ROM,Battery: 5000 mAh+ I12 WATCH+1 YEAR WARRANTY BLACK","KSh 12,499","KSh 25,000",50%,https://www.jumia.co.ke/xiaomi-redmi-15c-6.88-inches448gb-ram128gb-rombattery-5000-mah-i12-watch1-year-warranty-black-325223424.html
"Oale Camon 40 4G - 6.6"" 128GB ROM 8GB RAM 20MP 5750mAh MediaTek Processor Dual-SIM (With Earphones, Glass Protector, Cover) - Black","KSh 8,999","KSh 10,000",10%,https://www.jumia.co.ke/oale-camon-40-4g-6.6-128gb-rom-8gb-ram-20mp-5750mah-mediatek-processor-dual-sim-with-earphones-glass-protector-cover-black-325698760.html
"Infinix Hot 60i 4G, 6.7"", 8GB RAM, 256GB, 5160mAh, Silver (2YRs WRTY)","KSh 14,460","KSh 15,550",7%,https://www.jumia.co.ke/infinix-hot-60i-4g-6.7-8gb-ram-256gb-5160mah-silver-2yrs-wrty-325238718.html
"Samsung Galaxy A17 5G, 6.7"", 4GB RAM + 128GB, 5000mAh, Black (2YRs WRTY)","KSh 19,150","KSh 24,000",20%,https://www.jumia.co.ke/samsung-galaxy-a17-5g-6.7-4gb-ram-128gb-5000mah-black-2yrs-wrty-326021589.html
"Poco  C75, 6.88"", 256GB + 8GB RAM (Dual SIM), 5160mAh, 4G - Black (25 Months Warranty)","KSh 13,499","KSh 18,900",29%,https://www.jumia.co.ke/poco-c75-6.88-256gb-8gb-ram-dual-sim-5160mah-4g-black-25-months-warranty-286402589.html
"Tecno Spark 40, 6.67'' HD+, UP to 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5200 mAh-Black","KSh 12,199","KSh 39,999",70%,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200-mah-black-323692298.html
"XIAOMI Redmi 15 4G, 6.9"", 8GB RAM + 256GB, 7000mAh, Grey (25 Months Warranty)","KSh 18,999","KSh 25,000",24%,https://www.jumia.co.ke/xiaomi-redmi-15-4g-6.9-8gb-ram-256gb-7000mah-grey-25-months-warranty-326123730.html
"Kuhl Kuhl 17 Pro Max 8GB + 128GB 6.8"" Brand New Android Smartphone","KSh 9,380","KSh 13,400",30%,https://www.jumia.co.ke/kuhl-kuhl-17-pro-max-8gb-128gb-6.8-brand-new-android-smartphone-326033428.html
"Samsung Galaxy A07 4G, 6.7"", 64GB + 4GB RAM (Dual SIM), 5000mAh, Black (2YRs WRTY)","KSh 11,290","KSh 13,000",13%,https://www.jumia.co.ke/samsung-galaxy-a07-4g-6.7-64gb-4gb-ram-dual-sim-5000mah-black-2yrs-wrty-325675454.html
"Itel City 100, 6.75"", 6GB RAM + 128GB (Dual SIM), 5200mAh, Titanium","KSh 9,750","KSh 12,000",19%,https://www.jumia.co.ke/itel-city-100-6.75-6gb-ram-128gb-dual-sim-5200mah-titanium-319270265.html
"Poco C85, 6.9"", 256GB + 8GB RAM (Dual SIM), 6000mAh, 4G - Black (25 Months Warranty)","KSh 14,463","KSh 16,000",10%,https://www.jumia.co.ke/poco-c85-6.9-256gb-8gb-ram-dual-sim-6000mah-4g-black-25-months-warranty-325669322.html
"Samsung Galaxy A16, 4GB RAM + 128GB ROM 6.7"" HD, Android 14,50MP-Camera, Battery-5000mAh - Light Gray","KSh 14,798","KSh 19,999",26%,https://www.jumia.co.ke/samsung-galaxy-a16-4gb-ram-128gb-rom-6.7-hd-android-1450mp-camera-battery-5000mah-light-gray-325429629.html
"Samsung GALAXY A16, 6.7'' HD+, 4GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh . COMES WITH FREE GIFTS (C TO C HEADER  + SILICONE COVER  ) FOR YOU   BLACK","KSh 15,599","KSh 35,999",57%,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-.-comes-with-free-gifts-c-to-c-header-silicone-cover-for-you-black-297050745.html
"Tecno Spark 40, 6.67'', 128GB ROM + 4GB RAM (+4GB Extended) (Dual Sim), 5200mAh - Ink Black (1YR WRTY)","KSh 12,100","KSh 14,999",19%,https://www.jumia.co.ke/tecno-spark-40-6.67-128gb-rom-4gb-ram-4gb-extended-dual-sim-5200mah-ink-black-1yr-wrty-324878779.html
"Tecno Spark 40, 6.67'' HD+, UP To 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5200 MAh COMES WITH FREE GIFTS ( AIRPODS + STRAP +POWERBANK ) FOR YOU. BLACK","KSh 12,990","KSh 30,999",58%,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200-mah-comes-with-free-gifts-airpods-strap-powerbank-for-you.-black-308721095.html
Tecno CAMON 40 PRO_ 6.78'' 12OHz AMOLED_ 256GB ROM+8GB RAM ( +8GB Extended) (Daul Sim) 52000mAh 45W_Galaxy Black,"KSh 31,999","KSh 34,999",9%,https://www.jumia.co.ke/camon-40-pro-6.78-12ohz-amoled-256gb-rom8gb-ram-8gb-extended-daul-sim-52000mah-45wgalaxy-black-tecno-mpg8587638.html
"Samsung  Galaxy A16, 6GB+128GB ROM 6.7"" HD, Android 14,50MP-Camera, Battery-5000mah EARBUDS, ADPTER, PHONE COVER, BLACK","KSh 18,599","KSh 25,000",26%,https://www.jumia.co.ke/samsung-galaxy-a16-6gb128gb-rom-6.7-hd-android-1450mp-camera-battery-5000mah-earbuds-adpter-phone-cover-black-303928964.html
"XIAOMI Redmi Note 14, 6.67"", 128GB + 6GB RAM (Dual SIM), 5500mAh, Black (2YRs WRTY)","KSh 18,999","KSh 20,688",8%,https://www.jumia.co.ke/xiaomi-redmi-note-14-6.67-128gb-6gb-ram-dual-sim-5500mah-black-2yrs-wrty-315269973.html
